City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Concord,585,William Larson,1,88644,3301,Office Supplies,Scissors Rulers an,-68,East,18663,170,New Hampshir
Merrimack,2601,Malcolm French,1,87382,3054,Office Supplies,Scissors Rulers an,-51,East,19859,42,New Hampshir
East Meadow,1312,Arlene Weber,1,88954,11554,Office Supplies,Scissors Rulers an,-115,East,18780,30,New York
Watertown,351,Juanita Coley Knox,1,88685,13601,Office Supplies,Scissors Rulers an,11,East,20408,56,New York
North Tonawanda,2390,Tammy Gunter,1,91125,14120,Office Supplies,Scissors Rulers an,-60,East,20743,221,New York
Freeport,1607,Kathleen Huang Hall,1,87995,11520,Office Supplies,Scissors Rulers an,-33,East,24951,118,New York
Franklin Square,1606,Don Rogers,1,87997,11010,Office Supplies,Scissors Rulers an,-158,East,20566,111,New York
Dix Hills,1086,Leon Peele,1,86125,11746,Office Supplies,Scissors Rulers an,-10,East,25517,22,New York
Utica,211,Anna Wood,1,85966,13501,Office Supplies,Scissors Rulers an,-36,East,23100,42,New York
New York City,2460,Lucille Gibbons,1,22885,10035,Office Supplies,Scissors Rulers an,-30,East,3190,198,New York
North Tonawanda,2277,Allison Peacock,1,91504,14120,Office Supplies,Scissors Rulers an,-31,East,25149,135,New York
New York City,1104,Timothy Ross,1,41026,10282,Office Supplies,Scissors Rulers an,-33,East,5784,66,New York
Beavercreek,3384,Eddie Morrison,1,88748,45431,Office Supplies,Scissors Rulers an,-32,East,18705,39,Ohio
Austintown,3067,Carole Miller,1,91382,44515,Office Supplies,Scissors Rulers an,-19,East,25666,87,Ohio
Dublin,1036,Jessica Huffman,1,90712,43017,Office Supplies,Scissors Rulers an,-1,East,22266,50,Ohio
Garfield Heights,2908,Robyn Lyon,1,88157,44125,Office Supplies,Scissors Rulers an,-13,East,20828,28,Ohio
Philadelphia,1313,Katherine Knight,1,5543,19134,Office Supplies,Scissors Rulers an,-115,East,780,122,Pennsylvania
Hanover,256,Irene Li,1,86267,17331,Office Supplies,Scissors Rulers an,1,East,20577,35,Pennsylvania
Drexel Hill,1479,Roy Wade,1,90747,19026,Office Supplies,Scissors Rulers an,-73,East,20963,41,Pennsylvania
Pawtucket,1226,Ken Cash,1,90800,2861,Office Supplies,Scissors Rulers an,7,East,25631,67,Rhode Island
Cranston,12,Kara Pace,1,90196,2907,Office Supplies,Scissors Rulers an,23,East,23328,90,Rhode Island
Colchester,2523,Russell Chen,1,87035,5439,Office Supplies,Scissors Rulers an,-204,East,20404,165,Vermont
Danbury,855,Jacob Lanier,1,88571,6810,Office Supplies,Storage & Organiza,4,East,21352,607,Connecticut
Milford,705,Laura Lyon,1,87983,6460,Office Supplies,Storage & Organiza,-336,East,24875,543,Connecticut
Naugatuck,1394,Tommy Kidd,1,88736,6770,Office Supplies,Storage & Organiza,-82,East,22226,67,Connecticut
Seymour,1322,Mark Joyner,1,89753,6478,Office Supplies,Storage & Organiza,-17,East,23052,30,Connecticut
Watertown,1452,Jessica Teague,1,86740,6795,Office Supplies,Storage & Organiza,10,East,21071,175,Connecticut
Washington,1193,Louis Parrish,1,29350,20016,Office Supplies,Storage & Organiza,-48,East,4132,301,District of 
Washington,3342,Paul Tate,1,26981,20006,Office Supplies,Storage & Organiza,30,East,3788,1541,District of 
Washington,894,Gail Rankin Cole,1,14693,20024,Office Supplies,Storage & Organiza,-2158,East,2056,959,District of 
Bangor,1324,Frances Ray,1,89754,4401,Office Supplies,Storage & Organiza,105,East,21379,1586,Maine
Auburn,2687,Helen Ward Langley,1,90629,4210,Office Supplies,Storage & Organiza,398,East,23453,1342,Maine
Gorham,2599,Natalie Faulkner,1,87387,4038,Office Supplies,Storage & Organiza,10,East,25739,63,Maine
Gorham,2660,Jeffrey Page,1,86486,4038,Office Supplies,Storage & Organiza,-322,East,19525,599,Maine
Brunswick,726,Elisabeth Joyner,1,90363,4011,Office Supplies,Storage & Organiza,-41,East,20942,46,Maine
Gorham,2318,Eileen Frye,1,88622,4038,Office Supplies,Storage & Organiza,512,East,22205,2045,Maine
Brunswick,2078,Ray Horne,1,86095,4011,Office Supplies,Storage & Organiza,-142,East,18043,86,Maine
Crofton,2351,Faye Silver,1,86167,21114,Office Supplies,Storage & Organiza,-27,East,18756,81,Maryland
Cumberland,2352,Kerry Beach,1,86165,21501,Office Supplies,Storage & Organiza,757,East,20904,1097,Maryland
Potomac,307,Roy Love,1,87059,20854,Office Supplies,Storage & Organiza,-43,East,24149,118,Maryland
Edgewood,2649,Leo J Olson,1,88816,21040,Office Supplies,Storage & Organiza,-42,East,19078,49,Maryland
Odenton,3334,Rose Abrams,1,90376,21113,Office Supplies,Storage & Organiza,525,East,22645,1773,Maryland
Middle River,2963,Frances Johnson,1,88612,21220,Office Supplies,Storage & Organiza,-35,East,22175,35,Maryland
College Park,2338,Lynn Hines,1,91487,20740,Office Supplies,Storage & Organiza,1637,East,26138,2948,Maryland
Hagerstown,2844,Jack Howard,1,90257,21740,Office Supplies,Storage & Organiza,-46,East,24312,88,Maryland
Bowie,2211,Anita Hahn,1,88028,20715,Office Supplies,Storage & Organiza,-425,East,19914,194,Maryland
Aspen Hill,3363,Willie Snyder,1,87650,20906,Office Supplies,Storage & Organiza,-278,East,24385,3499,Maryland
Saint Charles,633,Gene Harper Herring,1,91403,20602,Office Supplies,Storage & Organiza,-117,East,25727,85,Maryland
Glen Burnie,2843,Robin Bradford,1,90256,21061,Office Supplies,Storage & Organiza,-1232,East,19511,535,Maryland
Dennis,1453,Paul Hensley,1,86745,2638,Office Supplies,Storage & Organiza,-1015,East,20217,617,Massachusett
Boston,967,Brandon C Yates,1,86179,2108,Office Supplies,Storage & Organiza,-132,East,19665,830,Massachusett
Longmeadow,138,Kevin Schmidt,1,88537,1106,Office Supplies,Storage & Organiza,-319,East,18609,191,Massachusett
Shrewsbury,1520,Lois Barnett,1,89959,1545,Office Supplies,Storage & Organiza,399,East,21599,2677,Massachusett
Andover,2510,Emily Adkins,1,87036,1810,Office Supplies,Storage & Organiza,-131,East,19871,58,Massachusett
Canton,224,Evan Currie,1,88532,2021,Office Supplies,Storage & Organiza,-36,East,23119,17,Massachusett
Holyoke,988,Charlene Zhou,1,90202,1040,Office Supplies,Storage & Organiza,344,East,26298,611,Massachusett
Boston,102,Caroline Johnston,1,42528,2129,Office Supplies,Storage & Organiza,-44,East,6000,251,Massachusett
Lowell,104,Annette Ferrell,1,88206,1852,Office Supplies,Storage & Organiza,-44,East,24000,58,Massachusett
Agawam,3307,Edwin Blackburn,1,90462,1001,Office Supplies,Storage & Organiza,-114,East,22732,81,Massachusett
Hingham,2168,Katie Blum,1,88797,2018,Office Supplies,Storage & Organiza,-428,East,25826,590,Massachusett
Boston,1217,Billy Perry Browning,1,41350,2112,Office Supplies,Storage & Organiza,-259,East,5829,423,Massachusett
Woburn,584,Timothy Currie,1,88646,1801,Office Supplies,Storage & Organiza,-266,East,24180,117,Massachusett
Burlington,731,June Herbert,1,90362,1803,Office Supplies,Storage & Organiza,-801,East,23436,1178,Massachusett
Salem,2809,David Gallagher,1,86230,3079,Office Supplies,Storage & Organiza,-211,East,19557,815,New Hampshir
Nashua,1199,Edward Lamm,1,87585,3060,Office Supplies,Storage & Organiza,-25,East,22132,75,New Hampshir
Manchester,1804,Bobby Rankin,1,91546,3101,Office Supplies,Storage & Organiza,395,East,25406,1669,New Hampshir
Dover,420,Bernard Block Petersen,1,87706,3820,Office Supplies,Storage & Organiza,-442,East,25700,1500,New Hampshir
Manchester,346,Walter Jensen,1,88154,3101,Office Supplies,Storage & Organiza,-3,East,25240,43,New Hampshir
Hudson,3049,Robin Beatty,1,89796,3051,Office Supplies,Storage & Organiza,-9,East,19186,848,New Hampshir
Hackensack,2764,Arnold Johnson,1,90724,7601,Office Supplies,Storage & Organiza,-21,East,21629,121,New Jersey
New Milford,1099,Judy Simpson,1,89637,7646,Office Supplies,Storage & Organiza,53,East,19809,178,New Jersey
Englewood,2516,Leo E Underwood,1,87033,7631,Office Supplies,Storage & Organiza,36,East,18220,191,New Jersey
East Orange,3019,Edwin Lang,1,89074,7017,Office Supplies,Storage & Organiza,-90,East,18972,113,New Jersey
Paterson,1846,Scott Taylor,1,86047,7501,Office Supplies,Storage & Organiza,-21,East,25821,16,New Jersey
Lakewood,1276,Claude Dixon,1,88413,8701,Office Supplies,Storage & Organiza,144,East,18723,1771,New Jersey
Garfield,414,Terry Christian,1,87907,7026,Office Supplies,Storage & Organiza,168,East,18589,291,New Jersey
Willingboro,816,Joel Willard,1,85911,8046,Office Supplies,Storage & Organiza,1663,East,22070,3348,New Jersey
Hawthorne,2142,Mitchell Clayton,1,87571,7506,Office Supplies,Storage & Organiza,107,East,18337,377,New Jersey
Montclair,1584,Milton Davenport,1,90937,7042,Office Supplies,Storage & Organiza,-40,East,21634,68,New Jersey
Palisades Park,1457,Jerome Stevens,1,86745,7650,Office Supplies,Storage & Organiza,-176,East,20220,150,New Jersey
Colonia,1398,Harry McCall,1,88733,7067,Office Supplies,Storage & Organiza,-7,East,24353,18,New Jersey
Jersey City,1334,Lorraine ODonnell,1,89756,7097,Office Supplies,Storage & Organiza,-525,East,22883,673,New Jersey
Elizabeth,904,Rebecca Morrow,1,90811,7201,Office Supplies,Storage & Organiza,72,East,22872,3641,New Jersey
Asbury Park,1221,Vickie Frost,1,90801,7712,Office Supplies,Storage & Organiza,-259,East,23829,423,New Jersey
North Bergen,2179,Gretchen Wilder,1,89470,7047,Office Supplies,Storage & Organiza,-9,East,23653,43,New Jersey
Sayreville,2607,Jim Day Decker,1,87386,8871,Office Supplies,Storage & Organiza,-18,East,18285,54,New Jersey
Millville,460,Anne Armstrong,1,86014,8332,Office Supplies,Storage & Organiza,8,East,22874,493,New Jersey
Rome,3015,Julian Stallings,1,91591,13440,Office Supplies,Storage & Organiza,-34,East,25872,639,New York
Dix Hills,1086,Leon Peele,1,86132,11746,Office Supplies,Storage & Organiza,20,East,25454,565,New York
New York City,607,Clara Hauser,1,31040,10177,Office Supplies,Storage & Organiza,-35,East,4352,1005,New York
Yonkers,609,Shawn Adler,1,86445,10701,Office Supplies,Storage & Organiza,-33,East,22352,287,New York
New York City,491,Toni Swanson,1,5441,10154,Office Supplies,Storage & Organiza,6,East,758,384,New York
Franklin Square,1606,Don Rogers,1,87997,11010,Office Supplies,Storage & Organiza,-142,East,20567,246,New York
New York City,68,Scott Bunn,1,37537,10177,Office Supplies,Storage & Organiza,575,East,5274,4902,New York
Roosevelt,874,Andrew Beard,1,89064,11575,Office Supplies,Storage & Organiza,-108,East,22624,161,New York
Bethpage,1820,Mary Wood,1,85994,11714,Office Supplies,Storage & Organiza,-19,East,18027,75,New York
New York City,1821,Vanessa Boyer,1,193,10177,Office Supplies,Storage & Organiza,-37,East,27,312,New York
Elmira,1497,Gloria Jacobs,1,85880,14901,Office Supplies,Storage & Organiza,-93,East,24287,257,New York
New York City,478,Michael Wiggins,1,49831,10177,Office Supplies,Storage & Organiza,-58,East,6976,488,New York
West Babylon,479,Tim Moore,1,87741,11704,Office Supplies,Storage & Organiza,-30,East,24976,122,New York
New York City,607,Clara Hauser,1,30336,10177,Office Supplies,Storage & Organiza,148,East,4258,5155,New York
Yonkers,609,Shawn Adler,1,86443,10701,Office Supplies,Storage & Organiza,280,East,22258,1473,New York
Jamestown,2196,Gene Heath Cross,1,89175,14701,Office Supplies,Storage & Organiza,10,East,19114,2466,New York
Auburn,393,Shawn Combs,1,86382,13021,Office Supplies,Storage & Organiza,-82,East,22598,31,New York
Jamestown,2196,Gene Heath Cross,1,89182,14701,Office Supplies,Storage & Organiza,-146,East,20752,120,New York
New York City,1340,Marie Bass,1,26370,10170,Office Supplies,Storage & Organiza,64,East,3689,1288,New York
Plainview,2685,Kathryn Wolfe,1,89153,11803,Office Supplies,Storage & Organiza,-112,East,22041,184,New York
New York City,491,Toni Swanson,1,50209,10154,Office Supplies,Storage & Organiza,-46,East,7034,107,New York
Glen Cove,1625,Molly Browning,1,90600,11542,Office Supplies,Storage & Organiza,-28,East,21147,19,New York
Elmira,1497,Gloria Jacobs,1,85883,14901,Office Supplies,Storage & Organiza,-111,East,25001,3596,New York
New York City,1340,Marie Bass,1,21636,10170,Office Supplies,Storage & Organiza,-24,East,3005,73,New York
North Tonawanda,2390,Tammy Gunter,1,91126,14120,Office Supplies,Storage & Organiza,-160,East,20821,198,New York
Shirley,3098,Lorraine Boykin,1,89318,11967,Office Supplies,Storage & Organiza,-179,East,24924,805,New York
New York City,21,Tony Wilkins Winters,1,50533,10012,Office Supplies,Storage & Organiza,-930,East,7082,3085,New York
New York City,2460,Lucille Gibbons,1,36099,10035,Office Supplies,Storage & Organiza,-504,East,5063,1667,New York
New York City,1104,Timothy Ross,1,44737,10282,Office Supplies,Storage & Organiza,-309,East,6320,2814,New York
Utica,211,Anna Wood,1,85978,13501,Office Supplies,Storage & Organiza,151,East,23939,603,New York
Deer Park,1085,Ted Dunlap,1,86126,11729,Office Supplies,Storage & Organiza,-75,East,20381,47,New York
New York City,2618,Amy Hamrick Melvin,1,34017,10004,Office Supplies,Storage & Organiza,-49,East,4789,435,New York
New York City,898,Harriet Hodges,1,35045,10039,Office Supplies,Storage & Organiza,-10,East,4925,565,New York
Deer Park,1085,Ted Dunlap,1,86130,11729,Office Supplies,Storage & Organiza,-32,East,24194,145,New York
New York City,2571,Rosemary OBrien,1,11425,10165,Office Supplies,Storage & Organiza,-17,East,1579,799,New York
Valley Stream,212,Milton Clarke,1,85977,11580,Office Supplies,Storage & Organiza,-23,East,24571,69,New York
Hicksville,1824,Bobby Dorsey,1,91221,11801,Office Supplies,Storage & Organiza,-242,East,21328,49,New York
Long Beach,2245,Ben P Bowen,1,88697,11561,Office Supplies,Storage & Organiza,-1049,East,21378,321,New York
New York City,898,Harriet Hodges,1,33635,10039,Office Supplies,Storage & Organiza,-96,East,4725,140,New York
Lindenhurst,2198,Lester Woodward Maynard,1,89174,11757,Office Supplies,Storage & Organiza,-2111,East,26084,343,New York
Holbrook,1847,Glen Horowitz,1,86048,11741,Office Supplies,Storage & Organiza,206,East,21695,3641,New York
Shirley,3098,Lorraine Boykin,1,89317,11967,Office Supplies,Storage & Organiza,406,East,21466,2562,New York
Niagara Falls,2276,Dennis Block Richardson,1,91505,14304,Office Supplies,Storage & Organiza,-346,East,22585,2614,New York
Elyria,1438,Jean Weiss Diaz,1,90120,44035,Office Supplies,Storage & Organiza,-409,East,21955,268,Ohio
Austintown,3233,Zachary House,1,91570,44515,Office Supplies,Storage & Organiza,-17,East,25405,159,Ohio
Akron,3066,Lee Fields,1,91380,44312,Office Supplies,Storage & Organiza,-71,East,25237,479,Ohio
Cincinnati,84,Helen Stein,1,87368,45231,Office Supplies,Storage & Organiza,-33,East,23292,35,Ohio
Warren,3368,Marian Alexander,1,90512,44483,Office Supplies,Storage & Organiza,369,East,25008,1846,Ohio
Toledo,3078,Kate McKenna,1,88249,43615,Office Supplies,Storage & Organiza,1369,East,25492,3096,Ohio
Fairborn,1679,Jeanne Nguyen,1,86647,45324,Office Supplies,Storage & Organiza,683,East,19857,4192,Ohio
Marion,1994,Kathy Freedman,1,91012,43302,Office Supplies,Storage & Organiza,832,East,25519,2619,Ohio
Hilliard,3096,Mike Howard,1,86222,43026,Office Supplies,Storage & Organiza,73,East,25999,201,Ohio
Medina,2363,Jacob Murray,1,90041,44256,Office Supplies,Storage & Organiza,-129,East,23362,120,Ohio
Lakewood,2429,Robyn Connor,1,91112,44107,Office Supplies,Storage & Organiza,856,East,25652,1240,Ohio
Kent,1727,Juanita Ballard,1,87203,44240,Office Supplies,Storage & Organiza,227,East,25886,412,Ohio
Bowling Green,3386,Carmen Elmore,1,88751,43402,Office Supplies,Storage & Organiza,254,East,23192,3174,Ohio
Cleveland Heights,263,Carlos Hess,1,86300,44106,Office Supplies,Storage & Organiza,-619,East,22361,1330,Ohio
Stow,3076,Peter Hardy,1,88247,44224,Office Supplies,Storage & Organiza,-103,East,18500,74,Ohio
Whitehall,2549,Martha Bowers,1,88662,43213,Office Supplies,Storage & Organiza,-8,East,23779,23,Ohio
Cleveland,262,Leah MacDonald,1,86298,44105,Office Supplies,Storage & Organiza,-163,East,18094,214,Ohio
Dayton,398,Bruce Stark,1,89324,45406,Office Supplies,Storage & Organiza,416,East,20835,603,Ohio
Hilliard,1725,Linda Blake,1,87199,43026,Office Supplies,Storage & Organiza,3309,East,18891,4796,Ohio
Steubenville,627,Scott McKenna,1,90469,43952,Office Supplies,Storage & Organiza,6610,East,21718,9580,Ohio
Mansfield,1993,Jan Ellis,1,91010,44903,Office Supplies,Storage & Organiza,-354,East,20548,204,Ohio
Kettering,1889,Oscar Bowers,1,90631,45429,Office Supplies,Storage & Organiza,-1025,East,19918,1059,Ohio
Kent,1727,Juanita Ballard,1,87194,44240,Office Supplies,Storage & Organiza,-77,East,24872,115,Ohio
Middletown,2816,Bernard Herman,1,89745,45042,Office Supplies,Storage & Organiza,-28,East,20078,98,Ohio
Gahanna,1843,Melinda Leonard,1,90610,43230,Office Supplies,Storage & Organiza,-1094,East,25912,475,Ohio
Austintown,3233,Zachary House,1,91569,44515,Office Supplies,Storage & Organiza,28,East,23382,489,Ohio
Monroeville,1945,Oscar Swain,1,86337,15146,Office Supplies,Storage & Organiza,-831,East,18092,422,Pennsylvania
Philadelphia,3079,Andrew Levine,1,53476,19112,Office Supplies,Storage & Organiza,1141,East,7492,12191,Pennsylvania
Harrisburg,1690,Neil Bailey,1,91078,17112,Office Supplies,Storage & Organiza,-143,East,23626,2054,Pennsylvania
Pottstown,1709,Dennis Bowen,1,88783,19464,Office Supplies,Storage & Organiza,14,East,24577,3252,Pennsylvania
Radnor,2247,Amy Thomson,1,86701,19087,Office Supplies,Storage & Organiza,-180,East,18162,292,Pennsylvania
Chambersburg,1341,Edward Bynum,1,91244,17201,Office Supplies,Storage & Organiza,-13,East,21005,20,Pennsylvania
McKeesport,1657,Janet Carroll,1,89069,15131,Office Supplies,Storage & Organiza,-139,East,22031,51,Pennsylvania
Philadelphia,3079,Andrew Levine,1,3460,19112,Office Supplies,Storage & Organiza,-114,East,500,301,Pennsylvania
Lancaster,1620,Gerald Petty,1,90253,17602,Office Supplies,Storage & Organiza,-785,East,21315,1394,Pennsylvania
State College,2250,Alvin Hoover,1,86706,16801,Office Supplies,Storage & Organiza,40,East,24262,280,Pennsylvania
Mount Lebanon,1946,Teresa Wallace,1,86333,15228,Office Supplies,Storage & Organiza,930,East,18266,5721,Pennsylvania
Easton,1105,Janet Bryant,1,90984,18040,Office Supplies,Storage & Organiza,144,East,24320,703,Pennsylvania
Altoona,899,Jordan Berry,1,86263,16602,Office Supplies,Storage & Organiza,-96,East,22725,28,Pennsylvania
Reading,2248,Audrey Harmon,1,86709,19601,Office Supplies,Storage & Organiza,-13,East,18794,192,Pennsylvania
South Burlington,980,Howard Burnett,1,87258,5403,Office Supplies,Storage & Organiza,94,East,22646,477,Vermont
Rutland,2737,Rachel Bates,1,89019,5701,Office Supplies,Storage & Organiza,-58,East,18790,194,Vermont
Colchester,2298,Maxine Wilson Best,1,89164,5439,Office Supplies,Storage & Organiza,-105,East,24174,231,Vermont
Bennington,1523,Rodney Reed,1,89959,5201,Office Supplies,Storage & Organiza,-35,East,21598,136,Vermont
Burlington,1381,Wayne Lindsay,1,88214,5401,Office Supplies,Storage & Organiza,-1326,East,22403,1181,Vermont
South Burlington,2608,Julia Gallagher,1,87388,5403,Office Supplies,Storage & Organiza,-30,East,23848,167,Vermont
Wheeling,911,Marsha P Joyner,1,90186,26003,Office Supplies,Storage & Organiza,354,East,24028,514,West Virgini
Parkersburg,1808,Joyce Knox,1,89252,26101,Office Supplies,Storage & Organiza,34,East,24469,1203,West Virgini
Florence,1850,Jimmy Boswell,1,89702,35630,Office Supplies,Appliances,222,South,25510,267,Alabama
Prattville,2580,Erica Riddle,1,88307,36067,Office Supplies,Appliances,1,South,25748,635,Alabama
Madison,1185,Lee Xu,1,85940,35756,Office Supplies,Appliances,29,South,20764,88,Alabama
